ubuntu@client-measure-38j0:~/memcache-perf-dynamic$ ./mcperf -s 10.156.0.45 -a 10.156.0.44 --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1800 --qps_interval 10 --qps_min 5000 --qps_max 100000
Random waveform, random seed
Total number of intervals = 180 (93033, 83338, 73337, 48277, 8810, 6621, 79850, 63136, 78326, 95470, 90283, 35231, 26411, 84688, 58242, 93555, 16981, 56139, 96592, 33151, 18440, 77805, 78472, 76224, 16651, 22303, 9362, 80676, 78310, 28075, 26415, 59963, 53656, 75984, 74978, 71271, 98709, 95580, 46280, 86952, 94862, 39777, 39023, 7531, 81175, 99083, 8223, 31855, 86511, 7455, 46844, 54542, 51870, 78139, 85169, 66556, 75547, 41490, 39790, 64403, 89849, 57398, 77252, 9490, 41079, 75531, 57920, 7212, 39161, 40641, 33929, 89109, 52208, 53358, 93933, 92382, 65408, 75191, 44037, 14272, 39826, 17699, 60691, 22278, 76403, 76170, 63917, 99833, 78791, 27333, 8529, 35334, 46811, 84440, 64800, 19369, 13281, 12260, 46783, 82008, 38136, 6565, 87407, 54487, 66256, 73579, 23629, 67733, 97656, 66502, 21517, 17103, 20652, 96810, 88816, 80558, 88952, 76411, 32634, 78647, 72742, 14576, 22504, 69897, 83514, 73036, 19473, 54572, 77156, 99621, 30063, 94128, 46033, 15324, 44734, 39572, 14842, 20629, 95625, 33481, 54887, 41304, 47541, 98244, 67616, 31298, 37651, 26110, 56017, 35809, 44588, 53954, 51549, 89191, 14770, 53596, 14673, 38491, 89969, 68028, 32055, 37193, 28379, 94935, 22842, 45661, 36908, 85438, 27437, 42518, 33624, 95444, 37788, 47233, 41812, 38280, 54616, 49483, 53270, 36048)
Average QPS expected = 54139
Timestamp start: 1652880407576
Timestamp end: 1652882207993

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      478.3   396.2    93.8   191.3   218.1   379.1   476.0   539.9   593.6   670.8   805.7  1136.3  1990.3  3312.0 10397.7  76296.4    76170
read      446.5   433.8    93.8   175.4   198.5   341.6   430.0   491.9   540.1   605.7   720.8  1112.0  2113.7  3562.2 12454.8  63782.7    63917
read      686.9   400.6    93.8   208.8   274.0   643.1   777.6   857.7   920.8   999.1  1100.8  1277.5  1728.8  3756.4 11798.5  99807.8    99833
read      501.4   399.4    86.8   181.3   212.2   405.3   520.8   595.9   656.3   739.4   874.0  1135.5  1926.6  3471.5 10185.9  78854.7    78791
read      450.6   373.3    93.8   175.9   201.9   386.5   512.6   573.0   614.3   662.6   726.6   882.0  1276.7  3421.9 12748.5  27398.7    27333
read      406.6   387.3   109.4   190.1   216.5   386.3   450.3   477.0   496.0   516.9   542.9   586.9   925.5  5777.3 11614.5   8555.8     8529
read      467.2   492.0    93.8   166.2   187.7   346.9   467.4   544.6   599.6   680.9   859.9  1262.9  1719.7  4246.8 17928.0  35240.0    35334
read      452.1   423.6    93.8   167.1   188.6   333.1   434.4   509.5   565.8   641.2   779.7  1283.8  1943.7  3355.1 10796.7  46719.4    46811
read      583.6   460.9    93.8   200.6   232.0   476.7   625.4   724.7   804.5   911.1  1056.6  1313.7  1955.3  3475.7 13252.1  84466.7    84440
read      448.3   467.1    86.8   171.2   193.8   330.7   417.2   477.1   527.9   594.2   726.3  1229.0  2248.3  3758.3 13619.8  64779.7    64800
read      436.9   390.6   101.3   171.2   195.4   382.9   508.6   562.6   598.8   641.1   695.6   794.4  1083.6  3889.0 14341.1  19297.5    19369
read      417.7   371.5    93.8   173.0   196.8   389.3   488.9   529.8   556.0   584.9   623.5   682.2   873.3  4776.1 14155.3  13336.5    13281
read      423.4   516.5   101.3   177.6   202.2   393.4   483.8   521.0   545.2   573.1   607.3   668.3   894.7  6522.9 30683.4  12225.0    12260
