./mcperf -s $INTERNAL_MEMCACHED_IP -a $INTERNAL_AGENT_IP --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1800 --qps_interval 10 --qps_min 5000 --qps_max 100000
Random waveform, random seed
Total number of intervals = 180 (35287, 14271, 17436, 17944, 9097, 85796, 55519, 26960, 96739, 37774, 16784, 83654, 65716, 17738, 60163, 77793, 75230, 32487, 77751, 29790, 66212, 99080, 61398, 26830, 6307, 32240, 7014, 34981, 86450, 23868, 98736, 71027, 69859, 10493, 92190, 68413, 28603, 69419, 27655, 96461, 22299, 36522, 64955, 58585, 72605, 88493, 66523, 92988, 74931, 36924, 66209, 37236, 81627, 5143, 36388, 84707, 87836, 36596, 62538, 8871, 97186, 54990, 72123, 70002, 38050, 94543, 90995, 19905, 93746, 98345, 53655, 54249, 64278, 85068, 73946, 14648, 82863, 67170, 40386, 21485, 44464, 51924, 26130, 25075, 45091, 51757, 67885, 98774, 43672, 53944, 58303, 82888, 14873, 69860, 26181, 27187, 22496, 34221, 55733, 10542, 57923, 57133, 81637, 73069, 12065, 88379, 44586, 13031, 91756, 88647, 92108, 11489, 7482, 15539, 56120, 57047, 67434, 19395, 62743, 31213, 43760, 5620, 71182, 17054, 56625, 96615, 46634, 39101, 76118, 38068, 7249, 6613, 44539, 90938, 16042, 57651, 53770, 88066, 9256, 97336, 8272, 85858, 43144, 11333, 51041, 13028, 33019, 92532, 16291, 56538, 56819, 25051, 24150, 95318, 96042, 19394, 50382, 48720, 49605, 95072, 46925, 93393, 45534, 84652, 17871, 13507, 7521, 9834, 26357, 29287, 63571, 65694, 29484, 59329, 26675, 64106, 37346, 40681, 33287, 37717)
Average QPS expected = 50706
Timestamp start: 1653294620808
Timestamp end: 1653296421228

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      403.2   469.6    80.4   131.0   147.4   270.7   345.4   398.9   443.1   504.7   676.2  1462.6  2354.7  3485.7 12372.6  98762.5    98774
read      410.3   439.8    80.4   127.6   142.5   271.0   371.9   460.5   547.5   748.8   984.8  1184.5  1461.9  3928.9 14893.9  43527.6    43672
read      418.2   427.9    80.4   128.0   143.3   269.8   363.0   446.2   531.0   739.3  1071.1  1307.7  1658.8  2621.7 10827.6  53985.0    53944
read      412.8   447.0    80.4   127.1   142.2   266.1   350.3   423.8   497.8   672.7  1070.4  1348.2  1706.7  2703.6 11902.6  58255.2    58303
read      367.9   403.3    80.4   128.5   143.8   262.6   334.6   386.5   431.1   494.7   614.3  1093.1  1936.9  3323.1 10164.4  82983.1    82888
read      385.5   732.1    80.4   128.3   144.3   307.0   400.7   461.5   501.9   547.1   597.7   679.8  1635.2  7333.6 31844.4  14925.5    14873
read      377.4   420.7    80.4   127.1   141.8   257.6   331.6   388.6   441.1   519.4   724.5  1265.4  1783.9  3352.0  9603.4  69829.8    69860
read      406.8   539.0    86.8   130.3   146.2   296.6   428.9   539.9   624.5   701.6   783.3   893.7  1180.0  6460.9 30082.3  26102.6    26181
read      400.0   423.6    86.8   131.2   146.9   294.8   424.9   529.9   621.7   704.4   787.4   902.6  1178.4  4342.3 13574.1  27177.2    27187
read      414.4   558.0    80.4   130.1   146.4   313.4   447.6   549.9   623.4   690.8   765.2   869.3  1196.1  6955.8 28224.2  22542.9    22496
read      399.8   408.1    80.4   123.7   138.2   273.6   394.1   502.9   639.8   760.7   869.2  1001.3  1261.5  3748.3 13208.0  34172.6    34221
read      406.7   440.5    80.4   124.0   138.1   260.1   340.5   411.6   482.8   661.9  1058.0  1341.0  1716.8  3339.9 10761.8  55834.3    55733
read      399.8  1151.0    86.8   134.8   154.6   296.4   370.9   412.9   441.8   474.2   516.7   588.8  2177.9 13009.8 37281.4  10563.6    10542
read      414.8   495.5    80.4   123.7   137.4   258.6   338.7   402.7   466.2   585.8  1096.3  1478.7  1904.8  3578.7 12853.2  57719.9    57923
